Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Mexico,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Mexico,18-64 years,39,158,28,0,28,45,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Mexico,65 years and over,108,367,67,,68,123,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York,All Ages,962,2985,520,,521,1109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York,0-17 years,0,17,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York,18-64 years,113,550,72,,73,134,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York,65 years and over,849,2418,448,0,448,975,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York City,All Ages,493,1585,260,,261,567,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York City,0-17 years,0,11,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York City,18-64 years,81,332,34,,35,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York City,65 years and over,412,1242,226,0,226,476,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,North Carolina,All Ages,116,473,77,0,77,131,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,North Carolina,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,North Carolina,18-64 years,18,143,15,0,15,21,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,North Carolina,65 years and over,98,323,62,0,62,110,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,North Dakota,All Ages,13,114,10,0,10,18,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,North Dakota,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,North Dakota,18-64 years,,25,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,North Dakota,65 years and over,10,88,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Ohio,All Ages,836,3259,548,0,548,953,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Ohio,0-17 years,0,27,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Ohio,18-64 years,112,756,83,0,83,136,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Ohio,65 years and over,724,2476,465,0,465,817,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Oklahoma,All Ages,473,1347,299,0,299,530,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Oklahoma,0-17 years,0,12,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Oklahoma,18-64 years,108,333,71,0,71,119,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Oklahoma,65 years and over,365,1002,228,0,228,411,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Oregon,All Ages,95,840,66,0,66,119,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Oregon,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Oregon,18-64 years,17,184,,0,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Oregon,65 years and over,78,648,57,0,57,99,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Pennsylvania,All Ages,1037,3827,633,0,633,1161,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Pennsylvania,0-17 years,0,27,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Pennsylvania,18-64 years,146,721,91,0,91,162,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Pennsylvania,65 years and over,891,3079,541,0,541,998,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Rhode Island,All Ages,95,303,50,0,50,103,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Rhode Island,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Rhode Island,18-64 years,12,62,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Rhode Island,65 years and over,83,240,43,0,43,91,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,South Carolina,All Ages,234,862,154,,155,271,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,South Carolina,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,South Carolina,18-64 years,52,238,37,0,37,59,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,South Carolina,65 years and over,182,617,117,,118,212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,South Dakota,All Ages,35,190,29,0,29,46,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,South Dakota,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,South Dakota,18-64 years,,46,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,South Dakota,65 years and over,28,142,23,0,23,38,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Tennessee,All Ages,590,2186,427,0,427,695,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Tennessee,0-17 years,,10,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Tennessee,18-64 years,107,631,76,0,76,125,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Tennessee,65 years and over,482,1545,351,0,351,569,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Texas,All Ages,2362,6836,1651,,1657,2634,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Texas,0-17 years,0,57,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Texas,18-64 years,576,1754,395,,396,640,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Texas,65 years and over,1786,5025,1253,,1258,1991,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Utah,All Ages,101,477,73,0,73,116,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Utah,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Utah,18-64 years,19,108,12,0,12,20,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Utah,65 years and over,82,364,61,0,61,96,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Vermont,All Ages,,128,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Vermont,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Vermont,18-64 years,0,24,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Vermont,65 years and over,,102,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Virginia,All Ages,540,2133,305,,306,624,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Virginia,0-17 years,0,19,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Virginia,18-64 years,74,464,47,0,47,92,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Virginia,65 years and over,466,1650,258,,259,532,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Washington,All Ages,182,1316,142,,143,229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Washington,0-17 years,0,17,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Washington,18-64 years,29,308,26,0,26,38,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Washington,65 years and over,153,991,116,,117,191,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,West Virginia,All Ages,148,592,111,0,111,171,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,West Virginia,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,West Virginia,18-64 years,18,128,16,0,16,23,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,West Virginia,65 years and over,130,462,95,0,95,148,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Wisconsin,All Ages,218,1283,134,,135,269,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Wisconsin,0-17 years,0,14,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Wisconsin,18-64 years,22,240,17,0,17,32,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Wisconsin,65 years and over,196,1029,117,,118,237,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Wyoming,All Ages,27,123,16,0,16,33,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Wyoming,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Wyoming,18-64 years,,35,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Wyoming,65 years and over,23,85,14,0,14,29,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 1,All Ages,855,3421,452,,453,979,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 1,0-17 years,0,23,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 1,18-64 years,90,644,47,,48,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 1,65 years and over,765,2754,405,0,405,873,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 2,All Ages,2010,6562,1148,,1150,2299,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 2,0-17 years,0,37,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 2,18-64 years,307,1332,180,,182,350,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 2,65 years and over,1703,5193,968,0,968,1949,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 3,All Ages,2179,8312,1315,,1317,2479,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 3,0-17 years,0,62,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 3,18-64 years,317,1737,207,0,207,371,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 3,65 years and over,1862,6513,1106,,1108,2106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 4,All Ages,4202,16027,2975,11,2986,4866,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 4,0-17 years,,97,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 4,18-64 years,777,3926,546,0,546,906,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 4,65 years and over,3423,12004,2428,11,2439,3957,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 5,All Ages,2460,12279,1732,,1734,2959,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 5,0-17 years,,112,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,HHS Region 5,18-64 years,344,2703,282,,283,435,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
